gene_symbol	gene_entrez_id	reference_name	cds_start_min	cds_end_max
SNX4	8723	3	125447778	125520171
SNX5	27131	20	17942356	17968424
SNX6	58533	14	34563121	34630151
SNX7	51375	1	98661731	98760130
SNX8	29886	7	2255055	2314420
SNX9	51429	6	157823434	157942837
SOAT1	6646	1	179302684	179353640
SOAT2	8435	12	53103577	53124122
SOBP	55084	6	107490616	107635465
SOCS1	8651	16	11254842	11255477
SOCS2	8835	12	93572897	93575178
SOCS3	9021	17	78358417	78359094
SOCS4	122809	14	55043041	55044363
SOCS5	9655	2	46758530	46760140
SOCS6	9306	18	70324668	70326275
SOCS7	30837	17	38352244	38395967
SOD1	6647	21	31659769	31668577
SOD2	6648	6	159682492	159693166
SOD3	6649	4	24799521	24800243
SOGA1	140710	20	36777773	36863343
SOGA3	387104	6	127473280	127516613
SOHLH1	402381	9	135693596	135699466
SOHLH2	54937	13	36169033	36214525
SON	6651	21	33543092	33576423
SORBS1	10580	10	95315058	95441134
SORBS2	8470	4	185587626	185690570
SORBS3	10174	8	22554506	22574727
SORCS1	114815	10	106577419	107164525
SORCS2	57537	4	7192646	7740263
SORCS3	22986	10	104641327	105263373
SORD	6652	15	45023283	45073529
SORL1	6653	11	121452331	121629562
SORT1	6272	1	109314042	109397891
SOS1	6654	2	38985823	39120421
SOS2	6655	14	50118343	50231282
SOST	50964	17	43755341	43758740
SOSTDC1	25928	7	16462547	16465667
SOWAHA	134548	5	132813621	132815270
SOWAHB	345079	4	76895467	76897848
SOWAHC	65124	2	109614489	109616066
SOWAHD	347454	X	119758667	119759614
SOX1	6656	13	112067658	112068833
SOX10	6663	22	37973494	37983783
SOX11	6664	2	5692721	5694046
SOX12	6666	20	325924	326871
SOX13	9580	1	204112915	204126133
SOX14	8403	3	137764784	137765506
SOX15	6665	17	7588377	7589675
SOX17	64321	8	54458138	54459994
SOX18	54345	20	64048165	64049515
SOX2	6657	3	181712360	181713313
SOX21	11166	13	94711218	94712048
SOX3	6658	X	140503719	140505059
SOX30	11063	5	157626339	157667848
SOX4	6659	6	21594534	21595958
SOX5	6660	12	23534218	23950875
SOX6	55553	11	15972808	16402662
SOX7	83595	8	10725737	10730432
SOX8	30812	16	981922	985385
SOX9	6662	17	72121391	72124386
SP1	6667	12	53380291	53411239
SP100	6672	2	230416296	230542945
SP110	3431	2	230169123	230221720
SP140	11262	2	230225844	230312683
SP140L	93349	2	230327269	230402895
SP2	6668	17	47896286	47927823
SP3	6670	2	173909940	173965170
SP4	6671	7	21428251	21511268
SP5	389058	2	170715512	170717403
SP6	80320	17	47847298	47848428
SP7	121340	12	53328145	53335645
SP8	221833	7	20784289	20786797
SP9	100131390	2	174335092	174337539
SPA17	53340	11	124675264	124694445
SPACA1	81833	6	88047905	88066334
SPACA3	124912	17	32991938	32997777
SPACA4	171169	19	48606978	48607352
SPACA5	389852	X	48007802	48009644
SPACA5B	729201	X	48130687	48132528
SPACA6	147650	19	51693526	51705122
SPACA7	122258	13	112376385	112434548
SPACA9	11092	9	132883947	132889967
SPAG1	6674	8	100162280	100241021
SPAG11A	653423	8	7848046	7863534
SPAG11B	10407	8	7448014	7463502
SPAG16	79582	2	213284483	214410314
SPAG17	200162	1	117963798	118185156
SPAG4	6676	20	35616003	35621021
SPAG5	10615	17	28577698	28598945
SPAG6	9576	10	22345611	22416687
SPAG7	9552	17	4959533	4967803
SPAG8	26206	9	35808172	35812146
SPAG9	9043	17	50966271	51120655
SPAM1	6677	7	123953570	123970247
SPANXA1	30014	X	141583737	141584677
SPANXA2	728712	X	141589767	141590707
SPANXB1	728695	X	141002693	141003651
SPANXC	64663	X	141241516	141242456
SPANXD	64648	X	141697464	141698404
SPANXN1	494118	X	145247586	145255813
SPANXN2	494119	X	143712034	143720667
SPANXN3	139067	X	143508814	143517390
SPANXN4	441525	X	143026014	143034245
SPANXN5	494197	X	52796487	52797347
SPARC	6678	5	151663570	151676187
SPARCL1	8404	4	87473774	87499573
SPART	23111	13	36304364	36335829
SPAST	6683	2	32063831	32154495
SPATA1	100505741	1	84516293	84553123
SPATA12	353324	3	57073694	57074266
SPATA13	221178	13	24222929	24302772
SPATA16	83893	3	172889569	173117730
SPATA17	128153	1	217631378	217862853
SPATA18	132671	4	52051704	52094886
SPATA19	219938	11	133842038	133845445
SPATA2	9825	20	49905618	49908489
SPATA20	64847	17	50547208	50555661
SPATA21	374955	1	16398764	16431370
SPATA22	84690	17	3440146	3469324
SPATA24	202051	5	139396799	139404059
SPATA25	128497	20	45886516	45887589
SPATA2L	124044	16	89697333	89701231
SPATA3	130560	2	230996233	231002788
SPATA31A1	647060	9	39355688	39361808
SPATA31A3	727830	9	66986453	66992520
SPATA31A5	727905	9	60914435	60920499
SPATA31A6	389730	9	42183687	42189733
SPATA31A7	26165	9	61190064	61196129
SPATA31D1	389763	9	81988818	81995200
SPATA31D3	389762	9	81943585	81948006
SPATA31D4	389761	9	81928513	81932914
SPATA31E1	286234	9	87882891	87888824
SPATA32	124783	17	45254425	45262015
SPATA33	124045	16	89657801	89669496
SPATA4	132851	4	176184779	176195561
SPATA45	149643	1	212830241	212836148
SPATA46	284680	1	162374047	162376789
SPATA48	100130988	7	50096085	50159168
SPATA5	166378	4	122923142	123314063
SPATA5L1	79029	15	45402429	45421209
SPATA6	54558	1	48298712	48472007
SPATA6L	55064	9	4604179	4666249
SPATA7	55812	14	88385818	88438421
SPATA9	83890	5	95658622	95682853
SPATC1	375686	8	144012515	144046955
SPATC1L	84221	21	46161378	46182815
SPATS1	221409	6	44343095	44377062
SPATS2	65244	12	49461012	49526254
SPATS2L	26010	2	200309072	200478030
SPC24	147841	19	11147182	11155775
SPC25	57405	2	168871430	168889518
SPCS1	28972	3	52706045	52707811
SPCS2	9789	11	74949285	74977042
SPCS3	60559	4	176320076	176328329
SPDEF	25803	6	34538273	34544454
SPDL1	54908	5	169588416	169604206
SPDYA	245711	2	28816014	28849940
SPDYC	387778	11	65170235	65173216
SPDYE1	285955	7	44001025	44007767
SPDYE16	102723555	7	76533693	76540385
SPDYE2	441273	7	102553255	102561174
SPDYE2B	100310812	7	102652348	102660264
SPDYE3	441272	7	100307885	100319989
SPDYE4	388333	17	8753137	8758381
SPDYE5	442590	7	75494047	75501936
SPDYE6	729597	7	102348101	102356022
SPECC1	92521	17	20096651	20314064
SPECC1L	23384	22	24302231	24414622
SPEF1	25876	20	3778211	3781286
SPEF2	79925	5	35617997	35814552
SPEG	10290	2	219434977	219492785
SPEM1	374768	17	7420384	7421604
SPEM2	201243	17	7425688	7427496
SPEN	23013	1	15848067	15939426
SPERT	220082	13	45702390	45714371
SPESP1	246777	15	68930653	68946586
SPG11	80208	15	44563120	44663646
SPG21	51324	15	64963619	64983568
SPG7	6687	16	89508417	89557092
SPHAR	10638	1	229305134	229305325
SPHK1	8877	17	76385105	76387585
SPHK2	56848	19	48620514	48629772
SPHKAP	80309	2	227981716	228181597
SPI1	6688	11	47355226	47378352
SPIB	6689	19	50418962	50428335
SPIC	121599	12	101476904	101486770
SPICE1	152185	3	113445306	113506604
SPIDR	23514	8	47260958	47735511
SPIN1	10927	9	88426539	88475276
SPIN2A	54466	X	57135820	57136596
SPIN2B	474343	X	57119852	57120628
SPIN3	169981	X	56994170	56994946
SPIN4	139886	X	63350069	63350818
SPINDOC	144097	11	63813686	63827138
SPINK1	6690	5	147824660	147831576
SPINK13	153218	5	148270072	148286047
SPINK14	408187	5	148169732	148175397
SPINK2	6691	4	56809984	56821661
SPINK4	27290	9	33240208	33248470
SPINK5	11005	5	148064044	148136990
SPINK6	404203	5	148203096	148214949
SPINK7	84651	5	148312483	148315683
SPINK8	646424	3	48306991	48328340
SPINK9	643394	5	148335613	148339711
SPINT1	6692	15	40844554	40856974
SPINT2	10653	19	38264892	38292005
SPINT3	10816	20	45512650	45515607
SPINT4	391253	20	45722367	45725634
SPIRE1	56907	18	12449637	12657865
SPIRE2	84501	16	89828550	89870271
SPN	6693	16	29663728	29664930
SPNS1	83985	16	28975151	28984298
SPNS2	124976	17	4499047	4536941
SPNS3	201305	17	4433967	4487893
SPO11	23626	20	57329867	57343459
SPOCD1	90853	1	31790602	31815332
SPOCK1	6695	5	136978653	137498557
SPOCK2	9806	10	72062759	72088327
SPOCK3	50859	4	166734920	167234172
SPON1	10418	11	13962904	14265686
SPON2	10417	4	1167471	1172070
SPOP	8405	17	49600377	49622809
SPOPL	339745	2	138550216	138569079
SPOUT1	51490	9	128822764	128829779
SPP1	6696	4	87976895	87982895
SPP2	6694	2	234050786	234070012
SPPL2A	84888	15	50707799	50765532
SPPL2B	56928	19	2328709	2353208
SPPL2C	162540	17	45844906	45846960
SPPL3	121665	12	120764998	120903866
SPR	6697	2	72887432	72891536
SPRED1	161742	15	38253185	38351663
SPRED2	200734	2	65313500	65431986
SPRED3	399473	19	38390302	38396144
SPRN	503542	10	133423225	133423680
SPRR1A	6698	1	152985230	152985499
SPRR1B	6699	1	153032345	153032614
SPRR2A	6700	1	153056516	153056734
SPRR2B	6701	1	153070620	153070838
SPRR2D	6703	1	153040127	153040345
SPRR2E	6704	1	153093532	153093750
SPRR2F	6705	1	153112514	153112732
SPRR2G	6706	1	153149888	153150109
SPRR3	6707	1	153003020	153003529
SPRR4	163778	1	152971890	152972129
SPRTN	83932	1	231338383	231353360
SPRY1	10252	4	123401591	123402550
SPRY2	10253	13	80336757	80337704
SPRY3	10251	X	155773871	155774737
SPRY3	10251	Y	56960391	56961257
SPRY4	81848	5	142314208	142319764
SPRYD3	84926	12	53065831	53079332
SPRYD4	283377	12	56468591	56469576
SPRYD7	57213	13	49915062	49936234
SPSB1	80176	1	9355891	9367574
SPSB2	84727	12	6871191	6872900
SPSB3	90864	16	1777096	1781482
SPSB4	92369	3	141066104	141147268
SPTA1	6708	1	158611263	158686516
SPTAN1	6709	9	128566740	128633333
SPTB	6710	14	64749305	64823093
SPTBN1	6711	2	54526418	54668568
SPTBN2	6712	11	66685870	66721239
SPTBN4	57731	19	40472621	40575568
SPTBN5	51332	15	41848615	41893496
SPTLC1	10558	9	92032464	92115369
SPTLC2	9517	14	77512283	77616578
SPTLC3	55304	20	13009267	13164866
SPTSSA	171546	14	34435200	34462206
SPTSSB	165679	3	161346092	161346322
SPTY2D1	144108	11	18609860	18634256
SPTY2D1OS	100506540	11	18599928	18603178
SPX	80763	12	21526472	21531194
SPZ1	84654	5	80320215	80321507
SQLE	6713	8	124999403	125021944
SQOR	58472	15	45658923	45691029
SQSTM1	8878	5	179820936	179836592
SRA1	10011	5	140550699	140557487
SRARP	149563	1	16004303	16006345
SRBD1	55133	2	45389309	45605440
SRC	6714	20	37384153	37403378
SRCAP	10847	16	30700824	30739732
SRCIN1	80725	17	38533296	38605704
SRD5A1	6715	5	6633576	6668267
SRD5A2	6716	2	31526195	31580899
SRD5A3	79644	4	55346336	55370090
SREBF1	6720	17	17812621	17836816
SREBF2	6721	22	41833270	41905659
SREK1	140890	5	66144376	66178867
SREK1IP1	285672	5	64724383	64768516
SRF	6722	6	43171656	43179189
SRFBP1	153443	5	121962032	122027125
SRGAP1	57522	12	63844816	64142671
SRGAP2	23380	1	206205970	206461419
SRGAP2B	647135	1	144892159	145092900
SRGAP2C	653464	1	121187446	121387854
SRGAP3	9901	3	8985518	9248950
SRGN	5552	10	69088157	69104119
SRI	6717	7	88206477	88226913
SRL	6345	16	4192152	4242066
SRM	6723	1	11054864	11059942
SRMS	6725	20	63540817	63547462
SRP14	6727	15	40036332	40039115
SRP19	6728	5	112861376	112891606
SRP54	6729	14	34996709	35029151
SRP68	6730	17	76039705	76072490
SRP72	6731	4	56467635	56501860
SRP9	6726	1	225777940	225789358
SRPK1	6732	6	35835303	35921055
SRPK2	6733	7	105117837	105388805
SRPK3	26576	X	153781086	153785519
SRPRA	6734	11	126263915	126268803
SRPRB	58477	3	133805848	133819765
SRPX	8406	X	38149710	38220791
SRPX2	27286	X	100646322	100670986
SRR	63826	17	2315560	2323872
SRRD	402055	22	26483890	26491671
SRRM1	10250	1	24643326	24672285
SRRM2	23524	16	2756364	2770866
SRRM4	84530	12	118981882	119156797
SRRM5	100170229	19	43612121	43614268
SRRT	51593	7	100875590	100888548
SRSF1	6426	17	58005405	58007136
SRSF10	10772	1	23967662	23980254
SRSF11	9295	1	70221636	70250804
SRSF12	135295	6	89098577	89117886
SRSF2	6427	17	76736160	76737159
SRSF3	6428	6	36596762	36601988
SRSF4	6429	1	29148409	29181751
SRSF5	6430	14	69768156	69771460
SRSF6	6431	20	43458033	43461062
SRSF7	6432	2	38745132	38751255
SRSF8	10929	11	95067226	95068074
SRSF9	8683	12	120462018	120469608
SRXN1	140809	20	648713	653184
SRY	6736	Y	2786988	2787602
SS18	6760	18	26018353	26090568
SS18L1	26039	20	62143820	62179207
SS18L2	51188	3	42590897	42594508
SSB	6741	2	169800960	169811755
SSBP1	6742	7	141739166	141750353
SSBP2	23635	5	81420503	81751041
SSBP3	23648	1	54227130	54406007
SSBP4	170463	19	18419648	18434245
SSC4D	136853	7	76390058	76404438
SSC5D	284297	19	55488589	55518997
SSFA2	6744	2	181892066	181929655
SSH1	54434	12	108787987	108857495
SSH2	85464	17	29630840	29929999
SSH3	54961	11	67303625	67311886
SSMEM1	136263	7	130207910	130216469
SSNA1	8636	9	137188726	137189913
SSPN	8082	12	26195672	26231075
SSR1	6745	6	7289863	7313119
SSR2	6746	1	156009539	156020166
SSR3	6747	3	156543202	156555088
SSR4	6748	X	153794687	153798432
SSRP1	6749	11	57326406	57335120
SSSCA1	10534	11	65570491	65571733
SST	6750	3	187669064	187670290
SSTR1	6751	14	38209389	38210564
SSTR2	6752	17	73169319	73170428
SSTR3	6753	22	37206546	37207802
SSTR4	6754	20	23035483	23036649
SSTR5	6755	16	1078868	1079962
SSU72	29101	1	1542065	1574556
SSUH2	51066	3	8619867	8644757
SSX1	6756	X	48257241	48266386
SSX2	6757	X	52697987	52705748
SSX2B	727837	X	52752680	52760443
SSX2IP	117178	1	84647432	84671218
SSX3	10214	X	48347503	48355248
SSX4	6759	X	48384053	48392781
SSX4B	548313	X	48402642	48411371
SSX5	6758	X	48187630	48195357
SSX7	280658	X	52645442	52653471
ST13	6767	22	40826537	40856539
ST14	6768	11	130159979	130209822
ST18	9705	8	52113197	52214256
ST20	400410	15	79898930	79907672
ST20-MTHFS	100528021	15	79845209	79907672
ST3GAL1	6482	8	133459763	133476023
ST3GAL2	6483	16	70381688	70398529
ST3GAL3	6487	1	43736262	43930220
ST3GAL4	6484	11	126406155	126414046
ST3GAL5	8869	2	85840143	85888904
ST3GAL6	10402	3	98732863	98793760
ST5	6764	11	8694095	8750699
ST6GAL1	6480	3	187042703	187075802
ST6GAL2	84620	2	106806677	106843976
ST6GALNAC1	55808	17	76625329	76643637
ST6GALNAC2	10610	17	76566103	76585807
ST6GALNAC3	256435	1	76074866	76628805
ST6GALNAC4	27090	9	127908391	127916418
ST6GALNAC5	81849	1	76867675	77063205
ST6GALNAC6	30815	9	127886471	127897980
ST7	7982	7	116953540	117229856
ST7L	54879	1	112526012	112619112
ST8SIA1	6489	12	22201551	22334231
ST8SIA2	8128	15	92394064	92464384
ST8SIA3	51046	18	57352846	57360276
ST8SIA4	7903	5	100811846	100902954
ST8SIA5	29906	18	46680041	46756507
ST8SIA6	338596	10	17320877	17454254
STAB1	23166	3	52495413	52524355
STAB2	55576	12	103587476	103766335
STAC	6769	3	36380643	36546288
STAC2	342667	17	39212291	39225501
STAC3	246329	12	57243811	57249635
STAG1	10274	3	136338253	136630897
STAG2	10735	X	124022627	124100596
STAG3	10734	7	100180556	100214014
STAM	8027	10	17644339	17714779
STAM2	10254	2	152120573	152175641
STAMBP	10617	2	73830856	73862258
STAMBPL1	57559	10	88901708	88923223
STAP1	26228	4	67558809	67606356
STAP2	55620	19	4324132	4338752
STAR	6770	8	38144272	38150817
STARD10	10809	11	72754896	72781180
STARD13	90627	13	33105592	33285637
STARD3	10948	17	39653531	39662907
STARD3NL	83930	7	38207504	38228853
STARD4	134429	5	111499885	111507432
STARD5	80765	15	81313255	81324098
STARD6	147323	18	54324691	54354572
STARD7	56910	2	96186729	96208433
STARD8	9754	X	68647882	68724421
STARD9	57519	15	42575715	42719573
STAT1	6772	2	190970702	191010002
STAT2	6773	12	56343388	56356570
STAT3	6774	17	42315744	42348515
STAT4	6775	2	191029839	191148202
STAT5A	6776	17	42289411	42310668
STAT5B	6777	17	42201737	42232126
STAT6	6778	12	57096571	57108277
STATH	6779	4	69998437	70000948
STAU1	6780	20	49114877	49166200
STAU2	27067	8	73421371	73738300
STBD1	8987	4	76306769	76309999
STC1	6781	8	23844769	23854522
STC2	8614	5	173317846	173328192
STEAP1	26872	7	90159788	90164733
STEAP1B	256227	7	22419803	22494854
STEAP2	261729	7	90225082	90236964
STEAP3	55240	2	119231012	119263337
STEAP4	79689	7	88279397	88284268
STH	246744	17	45999279	45999665
STIL	6491	1	47251135	47310318
STIM1	6786	11	3856270	4091797
STIM2	57620	4	26861218	27022995
STIMATE	375346	3	52840493	52897449
STIP1	10963	11	64185824	64204125
STK10	6793	5	172044881	172188041
STK11	6794	19	1206913	1226646
STK11IP	114790	2	219598119	219616192
STK16	8576	2	219245999	219248558
STK17A	9263	7	43583243	43624841
STK17B	9262	2	196137446	196163382
STK19	8859	6	31971996	31981048
STK24	8428	13	98453172	98576785
STK25	10494	2	241495661	241508034
STK26	51765	X	132023617	132074158
STK3	6788	8	98455841	98883755
STK31	56164	7	23710285	23832365
STK32A	202374	5	147239634	147384435
STK32B	55351	4	5051863	5499082
STK32C	282974	10	132208009	132331735
STK33	65975	11	8392509	8474904
STK35	140901	20	2101881	2117377
STK36	27148	2	218672829	218702008
STK38	11329	6	36495783	36540201
STK38L	23012	12	27297720	27322454
STK39	27347	2	167955495	168247434
STK4	6789	20	44966568	45075175
STK40	83931	1	36341754	36361331
STKLD1	169436	9	133376473	133405420
STMN1	3925	1	25885722	25904675
STMN2	11075	8	79611195	79664873
STMN3	50861	20	63641337	63653344
STMN4	81551	8	27236845	27243722
STMND1	401236	6	17102257	17130880
STMP1	647087	7	135662579	135674164
STN1	79991	10	103882683	103917593
STOM	2040	9	121339620	121370186
STOML1	9399	15	73983936	73992222
STOML2	30968	9	35100034	35103093
STOML3	161003	13	38966824	38990720
STON1	11037	2	48580633	48595301
STON1-GTF2A1L	286749	2	48580633	48776314
STON2	85439	14	81261781	81398381
STOX1	219736	10	68827623	68892735
STOX2	56977	4	183906790	184017283
STPG1	90529	1	24358542	24401387
STPG2	285555	4	97559057	98143149
STPG3	441476	9	137251286	137253462
STPG4	285051	2	47087007	47155250
STRA6	64220	15	74180079	74209453
STRA8	346673	7	135231978	135258491
STRADA	92335	17	63703598	63728368
STRADB	55437	2	201454840	201480174
STRAP	11171	12	15882707	15902977
STRBP	55342	9	123125596	123184133
STRC	161497	15	43599671	43618721
STRIP1	85369	1	110034637	110053911
STRIP2	57464	7	129434472	129485828
STRN	6801	2	36849455	36966462
STRN3	29966	14	30895410	31026184
STRN4	29888	19	46720601	46746429
STS	412	X	7219675	7350260
STT3A	3703	11	125595915	125620809
STT3B	201595	3	31532998	31636063
STUB1	10273	16	680525	682488
STUM	375057	1	226548904	226602039
STX10	8677	19	13144409	13150172
STX11	8676	6	144186627	144187490
STX12	23673	1	27773307	27822328
STX16	8675	20	58652006	58676290
STX17	55014	9	99915239	99968672
STX18	53407	4	4420033	4541963
STX19	415117	3	94014384	94015268
STX1A	6804	7	73700406	73719630
STX1B	112755	16	30992820	31010395
STX2	2054	12	130791899	130839098
STX3	6809	11	59755605	59800901
STX4	6810	16	31033520	31039802
STX5	6811	11	62807468	62831242
STX6	10228	1	180976569	181022672
STX7	8417	6	132460757	132503529
STX8	9482	17	9250577	9575807
STXBP1	6812	9	127612403	127690856
STXBP2	6813	19	7637149	7647809
STXBP3	6814	1	108746737	108808876
STXBP4	252983	17	54986219	55159910
STXBP5	134957	6	147204532	147384754
STXBP5L	9515	3	120909578	121419096
STXBP6	29091	14	24812708	24974817
STYK1	55359	12	10620143	10634617
STYX	6815	14	52730474	52771105
STYXL1	51657	7	75996467	76030522
SUB1	10923	5	32588512	32601083
SUCLA2	8803	13	47943370	48001268
SUCLG1	8802	2	84423745	84459268
SUCLG2	8801	3	67360628	67654585
SUCNR1	56670	3	151879892	151881547
SUCO	51430	1	172532472	172610258
SUDS3	64426	12	118376691	118414432
SUFU	51684	10	102504152	102630154
SUGCT	79783	7	40134999	40860478
SUGP1	57794	19	19276647	19320495
SUGP2	10147	19	18994365	19033518
SUGT1	10910	13	52652920	52687834
SULF1	23213	8	69563975	69658534
SULF2	55959	20	47658361	47757362
SULT1A1	6817	16	28605820	28623196
SULT1A2	6799	16	28592027	28595929
SULT1A3	6818	16	30200728	30203919
SULT1A4	445329	16	29461385	29464574
SULT1B1	27284	4	69727087	69755216
SULT1C2	6819	2	108293667	108308463
SULT1C3	442038	2	108247194	108265350
SULT1C4	27233	2	108378337	108387431
SULT1E1	6783	4	69841993	69857643
SULT2A1	6822	19	47871454	47886256
SULT2B1	6820	19	48552252	48599405
SULT4A1	25830	22	43826000	43862381
SULT6B1	391365	2	37167934	37188525
SUMF1	285362	3	4362143	4467244
SUMF2	25870	7	56064254	56079870
SUMO1	7341	2	202207252	202238450
SUMO2	6613	17	75168338	75182833
SUMO3	6612	21	44806950	44817967
SUMO4	387082	6	149400391	149400678
SUN1	23353	7	817456	873330
SUN2	25777	22	38736266	38752627
SUN3	256979	7	47987329	48028937
SUN5	140732	20	32983793	33004339
SUOX	6821	12	56002221	56005026
SUPT16H	11198	14	21352672	21383926
SUPT20H	55578	13	37009671	37051489
SUPT3H	8464	6	44829815	45365300
SUPT4H1	6827	17	58346245	58352134
SUPT5H	6829	19	39445890	39476398
SUPT6H	6830	17	28673401	28701624
SUPT7L	9913	2	27653484	27662191
SUPV3L1	6832	10	69180291	69209034
SURF1	6834	9	133351912	133356452
SURF2	6835	9	133356592	133361138
SURF4	6836	9	133363463	133375968
SURF6	6838	9	133331868	133336131
SUSD1	64420	9	112041491	112175234
SUSD2	56241	22	24181519	24188435
SUSD3	203328	9	93058742	93084746
SUSD4	55061	1	223222191	223363424
SUSD5	26032	3	33152741	33218796
SUSD6	9766	14	69658592	69710978
SUV39H1	6839	X	48695819	48707569
SUV39H2	79723	10	14878888	14902511
SUZ12	23512	17	31937246	31999002
SV2A	9900	1	149905013	149913839
SV2B	9899	15	91226263	91292551
SV2C	22987	5	76131750	76353159
SVBP	374969	1	42807413	42816543
SVEP1	79987	9	110366538	110579542
SVIL	6840	10	29458246	29555057
SVIP	258010	11	22823118	22829747
SVOP	55530	12	108912534	109020867
SVOPL	136306	7	138594609	138679044
SWAP70	23075	11	9664179	9749969
SWI5	375757	9	128275407	128288715
SWSAP1	126074	19	11374743	11376015
SWT1	54823	1	185160841	185290802
SYAP1	94056	X	16719724	16760358
SYBU	55638	8	109574905	109644658
SYCE1	93426	10	133554289	133565528
SYCE1L	100130958	16	77199451	77212930
SYCE2	256126	19	12899340	12919256
SYCE3	644186	22	50551244	50556404
SYCN	342898	19	39202986	39204253
SYCP1	6847	1	114855464	114995018
SYCP2	10388	20	59864310	59922412
SYCP2L	221711	6	10887126	10963805
SYCP3	50511	12	101728926	101737934
SYDE1	85360	19	15107433	15113962
SYDE2	84144	1	85158749	85200995
SYF2	25949	1	25223265	25232466
SYK	6850	9	90843898	90895599
SYMPK	8189	19	45815559	45854494
SYN1	6853	X	47572863	47619727
SYN2	6854	3	12004551	12190624
SYN3	8224	22	32513691	33006661
SYNC	81493	1	32681787	32702659
SYNCRIP	10492	6	85612881	85641438
SYNDIG1	79953	20	24543097	24665503
SYNDIG1L	646658	14	74407534	74409743
SYNE1	23345	6	152122435	152628330
SYNE2	23224	14	63909148	64225525
SYNE3	161176	14	95417825	95475820
SYNE4	163183	19	36003336	36008680
SYNGAP1	8831	6	33420264	33451905
SYNGR1	9145	22	39350010	39381913
SYNGR2	9144	17	78168616	78171999
SYNGR3	9143	16	1990102	1993071
SYNGR4	23546	19	48365842	48376317
SYNJ1	8867	21	32630994	32728039
SYNJ2	8871	6	157981961	158096363
SYNJ2BP	55333	14	70372990	70416962
SYNJ2BP-COX16	100529257	14	70326332	70416962
SYNM	23336	15	99105199	99133057
SYNPO	11346	5	150618367	150657086
SYNPO2	171024	4	118850928	119057933
SYNPO2L	79933	10	73646717	73655921
SYNPR	132204	3	63278533	63615480
SYNRG	11276	17	37518939	37609354
SYP	6855	X	49191436	49200185
SYPL1	6856	7	106091804	106112528
SYPL2	284612	1	109466843	109479547
SYS1	90196	20	45363531	45374293
SYT1	6857	12	79217519	79449123
SYT10	341359	12	33376829	33439521
SYT11	23208	1	155859761	155881507
SYT12	91683	11	67030144	67048756
SYT13	57586	11	45244051	45286206
SYT14	255928	1	209938250	210161041
SYT15	83849	10	46579168	46589647
SYT16	83851	14	61996019	62100706
SYT17	51760	16	19168646	19267075
SYT2	127833	1	202596756	202605771
SYT3	84258	19	50622689	50637410
SYT4	6860	18	43270340	43277280
SYT5	6861	19	55173483	55179204
SYT6	148281	1	114093785	114139870
SYT7	9066	11	61518626	61580819
SYT8	90019	11	1834571	1837430
SYT9	143425	11	7252186	7466799
SYTL1	84958	1	27345334	27353851
SYTL2	54843	11	85695194	85757724
SYTL3	94120	6	158663268	158764603
SYTL4	94121	X	100676027	100702036
SYTL5	94122	X	38033889	38126729
SYVN1	84447	11	65128381	65133600
SZRD1	26099	1	16367257	16395139
SZT2	23334	1	43389968	43450479
TAAR1	134864	6	132644983	132646002
TAAR2	9287	6	132617149	132624274
TAAR5	9038	6	132588672	132589685
TAAR6	319100	6	132570321	132571358
TAAR8	83551	6	132552692	132553720
TAAR9	134860	6	132538289	132539335
TAB1	10454	22	39399802	39436570
TAB2	23118	6	149369997	149409718
TAB3	257397	X	30831426	30859587
TAC1	6863	7	97732612	97739919
TAC3	6866	12	57012378	57015796
TAC4	255061	17	49838641	49848016
TACC1	6867	8	38745467	38848022
TACC2	10579	10	122021981	122254055
TACC3	10460	4	1723421	1745012
TACO1	51204	17	63601083	63608001
TACR1	6869	2	75049431	75198933
TACR2	6865	10	69404825	69416322
TACR3	6870	4	103589681	103719674
TACSTD2	4070	1	58576184	58577155
TADA1	117143	1	166857566	166876232
TADA2A	6871	17	37411365	37476981
TADA2B	93624	4	7043579	7055053
TADA3	10474	3	9780356	9791465
TAF1	6872	X	71366314	71464045
TAF10	6881	11	6610921	6612188
TAF11	6882	6	34878589	34887956
TAF12	6883	1	28603538	28622080
TAF13	6884	1	109064522	109075946
TAF15	8148	17	35809569	35846944
TAF1A	9015	1	222558659	222588562
TAF1B	9014	2	9843541	9933983
TAF1C	9013	16	84178940	84184987
TAF1D	79101	11	93736160	93739303
TAF1L	138474	9	32630098	32635578
TAF2	6873	8	119731923	119832563
TAF3	83860	10	7818709	8014750
TAF4	6874	20	61976167	62065809
TAF4B	6875	18	26226933	26390011
TAF5	6877	10	103367989	103388222
TAF5L	27097	1	229594296	229614481
TAF6	6878	7	100107245	100119745
TAF6L	10629	11	62775783	62787295
TAF7	6879	5	141318994	141320043
TAF7L	54457	X	101269192	101293044
TAF8	129685	6	42050541	42077544
TAF9	6880	5	69364942	69365736
TAF9B	51616	X	78131609	78139610
TAGAP	117289	6	159035826	159044145
TAGLN	6876	11	117203013	117204358
TAGLN2	8407	1	159918799	159923469
TAGLN3	29114	3	111999422	112013550
TAL1	6886	1	47219719	47225887
TAL2	6887	9	105662496	105662822
TALDO1	6888	11	747481	764844
TAMM41	132001	3	11790504	11846635
TANC1	85461	2	159065910	159231011
TANC2	26115	17	63009559	63421954
TANGO2	128989	22	20036798	20064661
TANGO6	79613	16	68843617	69083660
